Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDC56,OUT027,2202.2996
FDK27,OUT018,1605.0463
NCK18,OUT017,2775.53
FDB52,OUT019,1280.4171
DRG25,OUT027,5179.2144
FDZ13,OUT049,864.45715
FDB57,OUT019,1122.8563
FDR40,OUT046,1233.7719
NCO14,OUT019,191.75533
NCN19,OUT045,2836.2996
FDQ28,OUT019,672.56885
FDO13,OUT018,1848.6654
FDK48,OUT013,1252.2834
FDU07,OUT018,368.93918
FDW20,OUT046,2475.6614
FDV12,OUT010,1235.3219
FDH24,OUT013,3229.0298
FDV59,OUT049,3337.6506
FDK57,OUT045,1792.2522
FDL16,OUT027,898.5371
NCQ17,OUT046,2298.963
FDJ15,OUT018,2462.3528
FDX24,OUT049,1374.4851
FDT47,OUT046,1445.7872
FDT10,OUT049,903.3778
FDZ37,OUT018,224.89076
FDW43,OUT027,3598.2502
DRN36,OUT017,1330.9017
FDJ14,OUT045,1256.3003
FDA32,OUT013,4621.8213
FDJ38,OUT019,455.3023
FDQ57,OUT017,2296.747
NCQ41,OUT019,422.14658
FDG56,OUT049,984.87915
DRC13,OUT027,2271.7634
FDV55,OUT035,2402.633
FDQ49,OUT045,2505.8264
FDE29,OUT010,478.15347
FDR03,OUT013,3203.6345
FDD45,OUT049,1876.3472
FDN38,OUT010,2816.9114
FDT56,OUT046,843.94666
FDT48,OUT045,3135.081
FDU03,OUT049,2762.812
FDC56,OUT010,816.026
NCO43,OUT027,1902.1825
FDQ27,OUT017,1592.508
FDR03,OUT046,3082.9524
DRH23,OUT010,469.43176
FDG22,OUT045,226.86137
NCJ42,OUT013,1656.2911
FDR24,OUT046,1369.1284
FDW60,OUT035,3768.8015
FDJ08,OUT013,2967.2454
DRL59,OUT018,600.9361
FDG60,OUT010,2917.6338
FDW27,OUT017,2403.536
FDX14,OUT018,912.08704
FDC20,OUT013,854.9184
NCS29,OUT018,1810.0844
FDJ56,OUT046,1486.0421
FDB20,OUT019,378.30838
FDL28,OUT027,3348.3235
FDW01,OUT018,1743.5017
FDL03,OUT046,1230.8291
FDX22,OUT049,3209.5486
FDJ21,OUT035,894.9907
FDR31,OUT045,2296.352
FDG21,OUT035,2479.8252
FDS22,OUT027,673.67957
FDK08,OUT035,505.49905
FDE17,OUT018,1294.7638
NCN30,OUT017,1887.3705
FDT50,OUT046,1364.9458
NCX42,OUT049,2456.0872
FDJ12,OUT035,3432.401
NCA18,OUT027,2087.6516
FDP23,OUT019,962.057
FDX12,OUT013,3812.6138
FDN40,OUT018,372.04605
FDV48,OUT035,415.26974
NCY54,OUT013,2868.0435
FDL16,OUT010,325.3604
FDR45,OUT018,2149.5518
FDJ52,OUT046,3291.358
DRG01,OUT017,1268.5674
FDP52,OUT013,3580.2812
FDU58,OUT017,2983.0479
FDL02,OUT045,1589.284
FDG28,OUT013,3777.5718
FDA19,OUT035,2573.0664
FDW46,OUT027,1385.1523
NCD43,OUT049,628.87476
DRG39,OUT013,791.3175
NCF55,OUT049,548.29767
FDJ07,OUT046,1807.2743
FDE08,OUT046,2250.8215
FDP56,OUT019,130.28658
FDT45,OUT045,297.1842
FDF17,OUT018,1612.763
FDX44,OUT046,451.85074
FDM28,OUT027,2593.7842
FDI36,OUT049,2992.8835
FDS07,OUT045,1771.7556
FDD36,OUT045,1807.8424
FDW11,OUT046,1145.0701
FDN40,OUT049,2294.5618
NCQ18,OUT049,1485.4484
NCQ54,OUT017,2619.3572
NCS42,OUT045,1431.9786
DRH39,OUT010,715.4254
FDC09,OUT027,2011.856
FDT08,OUT010,2298.2126
FDC08,OUT035,3629.826
FDT20,OUT017,742.62006
FDS35,OUT035,1039.607
FDX58,OUT018,1656.9099
FDW58,OUT046,1500.4797
DRD27,OUT046,1575.0164
FDH32,OUT019,379.90033
FDS26,OUT035,3829.2993
FDQ31,OUT046,1753.0023
FDP11,OUT018,1998.1521
FDD58,OUT017,1368.3807
FDM33,OUT045,3271.2275
FDZ16,OUT049,2891.99
NCS29,OUT010,3612.8862
NCM18,OUT019,159.16779
FDP11,OUT049,3319.1108
NCC42,OUT017,1910.4305
DRM23,OUT046,2840.3735
NCN55,OUT027,5659.808
FDK46,OUT013,4149.55
FDR01,OUT046,2860.2087
NCA05,OUT045,2240.286
NCP43,OUT017,2744.157
FDR12,OUT010,1551.294
FDQ01,OUT013,4003.6082
FDM13,OUT046,2431.1377
FDQ19,OUT017,4984.778
FDK56,OUT019,593.2744
NCX06,OUT010,2513.066
FDO56,OUT027,2120.168
FDU45,OUT045,1776.21
FDI16,OUT019,255.07265
FDL32,OUT046,1862.0587
FDA07,OUT046,755.04614
FDA14,OUT045,3067.7002
FDV46,OUT027,2172.2632
NCO07,OUT035,4442.0225
NCP41,OUT046,1649.1924
FDY60,OUT018,1602.7346
FDN38,OUT017,3588.175
FDO15,OUT046,1021.61334
FDT60,OUT013,2514.8054
FDA55,OUT035,3527.6958
FDE02,OUT010,1054.5051
DRJ39,OUT049,4803.7554
FDV34,OUT035,1076.6803
FDS20,OUT027,2689.1035
FDF02,OUT027,1937.2916
FDW40,OUT017,2204.9587
NCB43,OUT046,1214.52
FDR58,OUT017,1321.5924
DRJ59,OUT035,599.4382
NCD30,OUT017,1568.5939
FDE14,OUT017,1938.4214
FDC28,OUT018,886.8467
FDU16,OUT018,766.447
NCD19,OUT035,863.80133
FDU21,OUT046,549.85925
FDV59,OUT027,2915.0413
FDU03,OUT045,2778.7039
FDC33,OUT010,2449.5657
NCR42,OUT035,704.8669
DRH59,OUT035,1053.2709
NCM31,OUT035,713.4535
FDS50,OUT035,3556.9314
FDP39,OUT046,847.0677
FDQ55,OUT013,1917.7858
FDV36,OUT019,639.60095
FDI05,OUT027,1527.8394
FDS45,OUT027,1881.8483
FDA39,OUT045,589.1642
FDC37,OUT010,905.49286
FDJ60,OUT027,2283.7673
DRQ35,OUT046,2500.1501
NCJ06,OUT046,2496.5974
NCY42,OUT018,1328.6239
DRM37,OUT049,2904.0999
FDR14,OUT045,826.43604
FDE51,OUT049,766.2836
FDT33,OUT017,2589.625
FDR08,OUT013,2300.5576
FDE36,OUT010,1451.9541
FDL22,OUT019,254.81912
FDR44,OUT013,1885.3296
FDI56,OUT019,336.1548
FDE47,OUT010,1100.7323
FDV27,OUT010,1146.8031
FDV10,OUT049,585.6695
FDC40,OUT045,1469.1471
NCX41,OUT013,4647.4355
NCQ38,OUT027,1771.7778
FDV12,OUT027,1939.726
FDE52,OUT017,1281.2529
FDG20,OUT027,2329.7644
FDV16,OUT027,661.99927
FDI32,OUT017,1751.5254
FDJ32,OUT049,989.14575
FDN39,OUT018,2053.979
FDY34,OUT017,2603.3293
FDC14,OUT035,772.8422
FDA55,OUT017,1528.9983
FDZ50,OUT010,3471.3494
DRG13,OUT049,946.12805
FDP01,OUT013,2239.1775
NCG54,OUT017,2772.7659
FDM13,OUT045,1754.4188
NCO18,OUT027,2450.7627
NCW41,OUT013,2435.9104
FDM52,OUT027,3659.9514
NCF55,OUT035,578.5058
FDT09,OUT046,2616.835
NCM19,OUT035,1521.4875
FDW12,OUT018,1762.5752
FDP15,OUT019,460.47543
FDK36,OUT045,736.52136
FDZ25,OUT035,2717.3542
NCW06,OUT049,2890.1753
FDW60,OUT046,2720.8186
DRC49,OUT013,2379.392
NCT17,OUT035,3015.3884
NCN06,OUT018,1518.8616
FDC45,OUT013,3643.407
DRJ47,OUT019,392.58557
NCF06,OUT045,3601.2969
FDE21,OUT010,1490.9932
DRG27,OUT013,576.34766
FDW40,OUT049,2601.3367
NCO53,OUT046,4398.636
FDE23,OUT049,621.1473
FDQ16,OUT046,643.1851
FDS26,OUT045,3656.4612
FDZ13,OUT010,424.6186
FDS14,OUT049,2285.865
FDC10,OUT045,2393.7688
FDY16,OUT049,2894.5276
FDJ20,OUT035,1850.8163
FDV43,OUT035,634.3194
FDZ32,OUT027,2021.3878
FDR23,OUT046,2699.731
FDN24,OUT035,863.0303
FDE34,OUT027,2636.9207
FDU31,OUT013,3439.8655
FDW33,OUT018,1281.536
FDU26,OUT046,1910.8623
FDE20,OUT027,2509.3105
NCW05,OUT035,1524.9677
FDB22,OUT018,1774.6451
FDO56,OUT046,2418.3713
FDA19,OUT027,2287.105
DRI39,OUT045,833.5694
FDH52,OUT018,712.83264
FDZ50,OUT035,1230.899
NCN42,OUT035,2377.2634
FDB53,OUT013,2305.1829
DRG11,OUT017,1640.0592
DRK11,OUT027,2208.9404
FDQ60,OUT017,1939.9058
FDT36,OUT017,527.46
DRG25,OUT018,1674.2517
DRJ23,OUT046,2865.9153
FDG05,OUT035,2564.2944
NCK06,OUT018,1651.131
FDU52,OUT017,3056.7678
FDW07,OUT018,808.83813
NCM17,OUT045,654.18994
FDA22,OUT045,3443.101
NCA41,OUT018,1662.4087
FDF38,OUT035,762.5564
FDH52,OUT046,1001.9774
FDY58,OUT019,1111.8715
FDZ16,OUT045,2923.6738
NCM18,OUT017,919.7362
FDA22,OUT018,2018.4308
NCJ43,OUT035,2674.1865
FDI34,OUT027,5560.7344
FDG56,OUT046,927.0138
FDS34,OUT046,1866.4889
DRC01,OUT035,271.4807
FDQ04,OUT035,580.03687
FDK04,OUT035,826.7732
FDT51,OUT049,1499.8735
FDV26,OUT017,2988.4841
FDS04,OUT049,1905.4788
FDW43,OUT018,2174.1526
FDQ28,OUT010,1755.8552
NCK06,OUT017,2550.6672
FDS23,OUT018,1094.0114
FDZ36,OUT019,590.63104
FDE56,OUT018,738.2364
FDW10,OUT027,2343.0066
NCN14,OUT045,2850.3694
NCQ18,OUT045,450.48776
FDW08,OUT017,1553.1677
FDU43,OUT035,1580.1525
FDR33,OUT010,933.7861
FDM24,OUT010,2313.2783
NCZ05,OUT046,2084.7354
NCV41,OUT035,1785.4554
FDV11,OUT018,1646.9318
NCY05,OUT035,616.3138
FDV44,OUT018,543.3598
FDW32,OUT049,1281.0211
NCU18,OUT027,2211.1157
NCC43,OUT035,3529.6855
FDW19,OUT013,647.50433
FDN31,OUT035,2861.0251
FDI48,OUT045,782.9771
FDS24,OUT017,1248.255
FDF46,OUT049,1937.7017
DRG23,OUT017,2401.2012
FDG14,OUT018,1299.3633
NCY30,OUT049,3931.312
FDO28,OUT018,1546.2054
DRD24,OUT035,1910.9158
FDI33,OUT049,1862.9736
FDN32,OUT046,2974.005
FDR16,OUT045,3210.5698
FDF26,OUT046,2297.1406
NCN29,OUT018,398.12445
FDE20,OUT045,2575.5398
FDA46,OUT046,3061.4424
FDU28,OUT045,4355.9043
FDQ48,OUT045,1550.2358
FDV36,OUT013,1908.6195
FDR14,OUT018,546.0844
FDP23,OUT017,3419.174
FDP56,OUT013,777.3764
FDK48,OUT010,889.5874
FDR48,OUT046,2302.5579
NCY29,OUT049,834.12994
FDM22,OUT018,535.1352
DRJ01,OUT013,922.79004
FDZ43,OUT045,3543.6624
FDV03,OUT035,2302.839
FDX11,OUT027,1257.8141
NCA41,OUT027,2749.7888
FDE38,OUT017,904.9409
FDI27,OUT018,405.5302
FDN32,OUT013,2990.559
NCN43,OUT017,1905.1572
FDB47,OUT027,2998.6
FDV03,OUT017,2302.839
NCN30,OUT045,1556.9979
NCV54,OUT010,336.07797
FDV07,OUT013,2115.7808
FDP07,OUT049,2840.1094
FDK48,OUT018,649.9809
FDM15,OUT019,675.7342
FDY19,OUT027,2283.5222
FDK46,OUT046,3949.2148
FDY11,OUT045,970.1235
FDH09,OUT046,954.7911
FDO08,OUT027,2285.865
FDU14,OUT013,5290.503
FDD22,OUT027,2108.3914
FDM27,OUT017,2604.346
FDL02,OUT027,1920.6373
NCA17,OUT035,2347.9287
FDE38,OUT019,854.634
NCG07,OUT049,2975.738
DRC27,OUT013,3552.6604
FDA27,OUT035,4100.53
FDW40,OUT045,1876.8099
DRI11,OUT013,1918.9894
FDN50,OUT046,1421.1129
FDR12,OUT046,3653.9932
FDT34,OUT027,1797.6018
FDW11,OUT035,911.042
NCO30,OUT027,2726.6455
FDZ34,OUT017,2951.9475
FDU45,OUT017,1800.2563
NCD42,OUT035,221.33574
FDX25,OUT045,2669.3503
NCR29,OUT046,1006.6851
FDX43,OUT019,900.9091
FDB04,OUT010,763.7452
FDR49,OUT027,1216.1082
FDS39,OUT018,1654.1837
FDW58,OUT045,1574.9977
FDG22,OUT019,92.35904
FDG31,OUT017,1015.4918
NCV53,OUT027,3260.5452
DRJ37,OUT035,865.495
FDV07,OUT035,1559.9011
FDW52,OUT018,440.77994
FDT15,OUT045,2775.8228
FDD02,OUT018,1463.9603
FDM16,OUT035,1104.8357
NCE55,OUT046,2679.5603
FDB57,OUT018,3795.6016
FDQ04,OUT013,603.06134
FDQ47,OUT019,76.624176
FDY14,OUT019,529.1418
DRK37,OUT017,2974.8154
FDO25,OUT017,3438.9526
FDL57,OUT046,4136.0444
NCK29,OUT018,1049.8523
FDK46,OUT027,3456.6833
NCB43,OUT010,3446.9312
DRE01,OUT027,3396.5242
FDC46,OUT018,2471.8489
FDQ23,OUT045,1634.6609
FDX38,OUT049,747.8698
FDG60,OUT018,2062.7566
FDW55,OUT017,3735.2725
FDP39,OUT013,727.17615
FDB20,OUT018,691.93365
FDV21,OUT017,808.2768
FDZ02,OUT013,1592.789
FDP19,OUT027,2314.6943
FDA38,OUT035,3675.5825
FDH22,OUT045,1891.8341
DRM11,OUT045,5086.1045
FDO12,OUT027,2628.7378
FDT14,OUT049,1840.29
FDW34,OUT010,2892.392
FDG04,OUT027,1378.8337
FDW59,OUT018,994.55884
FDR33,OUT018,930.4755
FDP32,OUT013,2016.211
FDL13,OUT027,5821.561
FDD22,OUT013,2406.3
FDV40,OUT027,1273.3048
NCD55,OUT046,599.54517
FDQ20,OUT010,322.72244
FDD28,OUT045,833.95605
FDC39,OUT045,3213.6711
NCR17,OUT049,1904.3071
DRO35,OUT018,1076.27
FDF40,OUT049,4178.2593
FDR31,OUT018,1293.4153
NCQ41,OUT017,2904.0999
FDP38,OUT046,735.2951
NCU54,OUT027,3033.7048
FDG22,OUT018,306.25488
DRK59,OUT013,1532.7524
FDC37,OUT046,1496.2305
NCO42,OUT013,2252.4744
NCT42,OUT017,2366.449
FDX27,OUT035,1455.765
FDV40,OUT018,616.78986
FDT45,OUT027,1453.2205
FDS47,OUT019,224.36089
FDR45,OUT035,3574.4216
FDB03,OUT045,3743.4722
FDO49,OUT035,737.5344
FDU60,OUT027,2296.1956
FDB26,OUT018,600.35956
FDB46,OUT017,3293.3938
FDQ37,OUT019,1065.7946
FDN03,OUT017,5188.0024
NCX30,OUT045,5070.254
FDK32,OUT019,438.12732
DRM47,OUT013,2859.9365
NCO02,OUT046,1267.8296
FDP04,OUT013,1001.6151
NCO43,OUT049,1531.1932
FDD59,OUT013,1245.4333
FDQ10,OUT017,2714.355
FDW45,OUT035,2363.725
NCK30,OUT049,3947.0867
FDU31,OUT018,1801.6917
NCQ17,OUT019,299.40454
FDN01,OUT017,3700.7507
FDZ19,OUT049,901.03723
DRG37,OUT017,2317.508
FDE32,OUT045,555.8507
FDO34,OUT049,933.8274
FDM04,OUT019,200.94604
FDZ25,OUT049,2717.3542
FDU08,OUT049,1491.1698
NCW30,OUT045,3366.5217
NCM18,OUT013,984.24915
FDS22,OUT035,603.5719
NCH18,OUT017,3714.1504
FDC23,OUT013,2745.3738
FDY46,OUT013,4348.226
NCU06,OUT046,4903.7256
FDX57,OUT045,1471.8479
FDX36,OUT027,3225.7666
FDL16,OUT045,699.1349
FDT16,OUT010,3122.7195
FDN16,OUT018,904.5589
FDC03,OUT046,4347.8555
DRF60,OUT013,3828.396
FDS27,OUT027,2687.0908
FDP33,OUT010,2139.952
FDJ36,OUT018,1283.3381
NCR42,OUT013,687.2573
FDV14,OUT017,448.96985
NCP42,OUT035,2877.101
FDB50,OUT027,1606.6353
NCC30,OUT027,2440.56
FDA23,OUT018,1306.503
FDW16,OUT017,1424.593
FDQ52,OUT010,1095.281
FDB58,OUT049,2259.6213
NCP29,OUT049,1035.7346
NCM05,OUT045,3540.1309
FDO25,OUT013,1416.7443
NCM54,OUT046,1970.7416
NCL54,OUT046,2846.3801
FDL39,OUT010,2378.825
FDF53,OUT018,1653.9489
NCQ42,OUT035,2073.0107
FDF58,OUT013,987.25574
FDZ04,OUT035,329.04074
FDE26,OUT019,641.3403
FDS60,OUT017,2690.6865
FDV58,OUT017,2615.5613
FDM04,OUT045,813.6008
FDE08,OUT035,2281.8079
NCB43,OUT049,2978.665
FDU11,OUT010,1566.856
FDF22,OUT019,617.8083
FDE24,OUT013,1901.4108
DRJ49,OUT046,2017.0754
NCQ53,OUT035,5135.3174
NCL41,OUT013,538.0032
FDR22,OUT013,1644.0415
FDH04,OUT035,1393.4252
DRH15,OUT045,635.66504
FDY40,OUT049,720.3538
NCI17,OUT035,1534.8159
NCC18,OUT013,916.1027
FDY28,OUT027,1593.7275
FDB45,OUT027,2005.9257
NCL30,OUT018,1667.8119
FDM10,OUT017,3103.157
FDH22,OUT027,2132.6538
NCZ53,OUT017,1224.16
NCI18,OUT013,3416.4873
FDH14,OUT027,3198.1624
FDR36,OUT027,687.1197
FDW01,OUT045,3069.0125
FDK02,OUT027,2033.3091
FDJ02,OUT018,384.27258
FDU55,OUT013,5256.7295
NCV18,OUT027,2224.7546
FDH14,OUT018,1705.6125
FDZ37,OUT045,1411.4183
FDX49,OUT049,3516.8813
NCD43,OUT046,1567.8218
FDZ07,OUT013,978.48895
FDK43,OUT035,2050.0906
FDR32,OUT018,1897.3364
FDT39,OUT013,3068.9531
NCV54,OUT017,1803.045
FDF38,OUT018,91.01274
FDV60,OUT046,4370.545
FDH44,OUT027,2408.2405
FDS21,OUT046,988.3466
NCL41,OUT045,227.41545
FDM46,OUT017,1445.2993
FDU27,OUT045,738.7759
NCJ54,OUT017,3672.9624
DRG51,OUT018,1487.8204
NCA29,OUT019,76.46172
FDR47,OUT045,2875.0537
NCL19,OUT027,2194.3982
DRG01,OUT049,1248.3264
FDG10,OUT046,840.1352
NCV05,OUT049,872.22876
NCH18,OUT019,1075.314
FDV14,OUT018,806.4874
DRJ23,OUT035,2981.2874
DRJ11,OUT046,2966.9941
FDZ03,OUT017,3000.6094
FDI27,OUT010,497.82162
FDJ14,OUT018,969.5985
FDU32,OUT017,1826.1726
FDD47,OUT027,2372.6003
DRF36,OUT035,2915.4456
FDM21,OUT046,4129.699
FDV10,OUT018,385.6998
FDH60,OUT018,2423.2732
FDX47,OUT010,1246.8727
FDT19,OUT019,524.3683
FDO11,OUT045,3789.5615
FDH24,OUT027,2272.9338
FDL02,OUT018,1270.6733
FDB02,OUT049,2638.5837
FDA43,OUT046,2843.7625
FDG52,OUT045,678.3352
DRC12,OUT013,3036.3284
FDY37,OUT018,1630.5162
NCU18,OUT045,2020.9438
FDU09,OUT035,861.0488
DRJ25,OUT027,1011.21313
DRE12,OUT018,1038.8135
DRL47,OUT017,2525.8516
DRK01,OUT046,1410.1616
FDC22,OUT019,596.72406
FDG44,OUT013,887.7237
FDW04,OUT035,1955.2826
FDK09,OUT049,3638.838
NCN43,OUT035,766.23157
FDG04,OUT049,2959.903
FDH32,OUT010,1217.2081
DRI47,OUT017,2481.9639
DRE15,OUT013,1171.0524
FDY11,OUT035,1028.1344
FDO60,OUT049,635.7756
FDQ20,OUT018,347.07254
FDO57,OUT027,2177.6946
FDT14,OUT019,601.618
FDA57,OUT049,226.78186
DRN35,OUT017,750.09875
FDJ03,OUT046,742.59216
FDX28,OUT017,1596.1946
DRE25,OUT045,1311.5662
FDR09,OUT046,3674.669
FDB23,OUT035,3578.6562
FDO08,OUT045,3254.7366
FDQ23,OUT049,2102.259
FDW04,OUT013,2556.9795
DRK13,OUT010,1763.565
NCL17,OUT027,2240.4775
FDY21,OUT035,2910.6243
FDJ38,OUT027,1506.3596
FDA37,OUT019,52.713196
FDV43,OUT013,612.7565
FDL36,OUT046,1426.2053
FDD53,OUT045,585.5023
FDZ19,OUT010,2226.2395
FDV21,OUT045,1957.1005
NCL54,OUT018,1700.3324
DRI47,OUT027,2252.2852
DRG03,OUT049,2296.631
FDG21,OUT013,2476.9521
FDW03,OUT018,953.086
NCI55,OUT046,1828.3547
DRC36,OUT019,778.4536
FDH22,OUT017,1894.83
FDV20,OUT045,1864.9696
NCU41,OUT027,2632.5002
FDN46,OUT027,2544.759
FDK50,OUT045,3269.9844
NCA05,OUT027,2280.5833
DRH01,OUT018,1634.8748
FDT08,OUT018,1303.2626
FDM08,OUT018,1936.0554
FDZ07,OUT035,1150.8441
FDS22,OUT017,837.7414
FDV35,OUT027,3567.1936
FDI28,OUT010,940.08777
FDW58,OUT027,1767.4535
FDT52,OUT045,4970.9546
FDY34,OUT046,2507.4211
FDR10,OUT046,3334.7415
FDK57,OUT017,1824.2913
FDR02,OUT027,2572.1091
FDX49,OUT046,3591.8257
FDQ20,OUT046,584.6753
DRK23,OUT045,3830.0386
NCW06,OUT046,2873.1296
FDR31,OUT017,2286.9478
NCE43,OUT013,918.3392
DRO59,OUT027,2009.5621
FDN09,OUT049,3801.752
FDR11,OUT046,2598.4897
FDO57,OUT013,906.05597
NCX18,OUT017,2978.4768
FDB05,OUT018,1958.8676
FDQ08,OUT018,721.09344
NCG43,OUT035,1446.5372
FDJ56,OUT013,1610.78
FDA13,OUT010,352.40457
FDO56,OUT017,1919.0436
FDB37,OUT018,2028.5123
FDZ02,OUT018,1042.4489
FDQ24,OUT046,3999.619
FDM16,OUT013,1058.137
FDU35,OUT049,1542.827
FDT35,OUT035,2577.2322
NCX30,OUT049,3745.3298
FDG04,OUT017,2859.0735
FDI12,OUT035,1286.2507
FDE35,OUT035,918.37885
NCP14,OUT027,1854.1622
NCY53,OUT045,1588.7928
FDP49,OUT017,797.52014
FDQ04,OUT017,228.42294
FDM39,OUT035,2642.3142
FDO58,OUT019,79.6943
FDC56,OUT017,1824.9132
NCQ54,OUT046,2615.2153
FDV10,OUT027,909.8053
NCK17,OUT046,765.74963
NCF55,OUT027,602.3935
FDV33,OUT013,4042.8303
NCH29,OUT019,42.80325
FDA37,OUT027,1146.5533
FDH46,OUT018,938.9727
FDS25,OUT035,1517.6931
FDH04,OUT027,1715.3433
FDX52,OUT046,4381.9097
NCD42,OUT017,564.0955
FDW47,OUT017,2537.2532
FDL25,OUT027,799.3576
NCJ06,OUT010,1063.6488
FDY09,OUT013,2726.667
FDS40,OUT046,585.755
FDH41,OUT017,1391.653
FDG38,OUT035,1699.9197
FDU03,OUT027,2504.8118
FDV20,OUT046,1874.7906
DRB13,OUT045,2787.4475
NCQ30,OUT013,1877.1923
NCH06,OUT013,3465.0183
FDU50,OUT018,1040.1818
NCO42,OUT019,457.25497
FDW09,OUT018,946.97046
FDH04,OUT013,1330.3868
FDC21,OUT045,1534.202
FDL21,OUT049,626.1908
FDM46,OUT010,779.5998
FDT22,OUT019,225.7049
FDB28,OUT035,2870.8318
FDI12,OUT018,805.5954
FDA28,OUT045,2587.6335
FDF59,OUT013,2014.447
FDM45,OUT027,2177.8774
FDQ56,OUT017,1215.4906
FDR46,OUT049,2482.3943
FDT01,OUT013,3514.91
FDD16,OUT027,1431.6145
NCU30,OUT010,1465.3511
FDM40,OUT010,1143.0143
FDI56,OUT035,1380.0988
NCS30,OUT013,2579.7222
FDU08,OUT017,1491.1698
FDX51,OUT027,2686.1008
FDA43,OUT045,2828.364
FDX59,OUT010,448.32172
FDC37,OUT018,916.11523
FDP58,OUT013,3323.8594
NCY42,OUT035,2046.1735
FDF21,OUT018,2386.321
FDU10,OUT027,330.05325
DRL47,OUT018,1058.2523
FDA58,OUT018,3846.482
FDJ22,OUT049,2828.2834
FDK50,OUT046,2505.6995
FDO38,OUT035,1258.6509
DRF60,OUT035,5043.953
NCZ42,OUT019,494.26224
FDD35,OUT049,1923.1484
FDL25,OUT045,1188.0347
FDJ16,OUT013,828.71094
DRK59,OUT049,3660.2446
FDI50,OUT046,3710.7368
NCB19,OUT045,1237.7706
DRI37,OUT035,922.437
FDA14,OUT027,2152.5208
FDC08,OUT018,2906.8296
FDS45,OUT046,1734.855
FDI21,OUT049,1051.4294
DRJ47,OUT035,2839.4067
DRE37,OUT027,2688.3381
FDT55,OUT018,1469.1292
NCG42,OUT027,2248.1936
FDA31,OUT049,3621.5732
NCW42,OUT046,3385.2876
FDF50,OUT017,2963.5544
FDK56,OUT049,2882.4785
FDX10,OUT035,542.8428
NCK07,OUT027,2283.2598
FDZ49,OUT017,3640.213
FDR33,OUT013,2112.2483
FDO44,OUT018,936.6905
FDA20,OUT046,2862.5437
NCL30,OUT045,1856.2134
FDI05,OUT019,250.5379
FDQ12,OUT018,2960.6604
FDH47,OUT017,1899.3441
FDH34,OUT018,2412.9807
FDF29,OUT046,2042.8928
FDG40,OUT018,346.411
NCE18,OUT017,5073.67
FDP21,OUT010,1618.1733
FDY50,OUT013,1385.0037
FDB36,OUT049,2049.15
NCZ29,OUT049,2581.6833
FDU20,OUT018,1481.7964
FDO56,OUT013,790.5633
FDW31,OUT049,2963.6038
DRH59,OUT013,1072.933
NCB30,OUT017,1241.8069
FDK43,OUT027,2361.731
FDW43,OUT045,3561.6162
NCL19,OUT017,1927.9542
FDJ27,OUT046,1488.5714
FDC45,OUT046,3461.8765
FDY40,OUT035,263.8822
NCM41,OUT035,1426.6832
NCK18,OUT019,848.1953
FDP37,OUT049,2587.0847
FDA27,OUT027,5951.542
NCX30,OUT035,3696.8928
FDR09,OUT017,3851.9053
FDG08,OUT027,4406.245
NCU30,OUT013,2766.553
FDB16,OUT017,1226.0507
FDM16,OUT017,1131.0607
FDC48,OUT013,1205.1969
NCF18,OUT046,2846.738
FDU46,OUT018,1126.1097
FDH41,OUT018,1878.9534
NCN42,OUT010,1343.5006
FDU49,OUT046,1700.8474
FDB20,OUT027,1588.8092
FDG50,OUT019,47.469612
FDW20,OUT045,1909.4391
NCO55,OUT049,1530.2668
FDX48,OUT046,2365.995
FDU48,OUT046,1965.3752
FDR48,OUT019,645.1156
FDK27,OUT013,1983.0072
FDT35,OUT013,2471.4314
FDN12,OUT049,1614.8846
NCE31,OUT019,84.00226
FDL21,OUT017,622.22205
FDV56,OUT017,1541.6309
FDR16,OUT017,3172.2373
NCP41,OUT049,2108.1987
FDJ27,OUT013,1627.4167
FDA07,OUT017,2518.252
FDK55,OUT049,1393.0011
FDM33,OUT049,3657.6812
FDY46,OUT046,2856.878
FDD36,OUT046,1823.0538
FDB12,OUT027,969.91644
FDF28,OUT019,279.62918
NCE07,OUT019,679.1577
FDW50,OUT027,2146.703
NCW18,OUT017,3678.4297
NCJ17,OUT019,387.36877
DRZ24,OUT010,1553.1727
FDS07,OUT035,1822.2448
NCW05,OUT010,736.0716
FDZ22,OUT018,779.3168
FDK02,OUT046,1771.9104
FDZ45,OUT027,2552.4768
FDL25,OUT046,1228.3687
FDS08,OUT045,2451.6184
NCZ42,OUT027,3365.942
FDX57,OUT035,1928.8789
FDF21,OUT046,2862.5645
FDJ56,OUT018,939.56445
FDX10,OUT013,528.53406
DRG48,OUT035,2441.2644
DRN37,OUT046,2564.582
NCY41,OUT018,498.84113
FDN28,OUT045,2097.3713
FDE34,OUT045,2753.9116
FDR10,OUT045,2649.4626
FDC32,OUT017,1403.8215
DRG13,OUT046,2664.1086
FDP59,OUT049,1428.9459
NCT53,OUT010,2684.1914
FDL57,OUT027,3333.8643
FDN32,OUT010,1698.8375
FDK09,OUT018,2052.9229
FDA52,OUT010,1111.879
FDC57,OUT049,2984.7368
FDI09,OUT035,3442.856
NCB07,OUT046,2861.252
FDP26,OUT035,1615.8607
FDP40,OUT027,1948.477
FDL15,OUT013,2322.1086
FDV07,OUT046,2184.761
FDS03,OUT017,1175.3009
FDE50,OUT049,2904.5867
FDQ15,OUT017,1143.4985
FDQ33,OUT010,2306.561
